"TIME","GEO","AGE","UNIT","SEX","Value","Flag and Footnotes"
"2000","Portugal","Total","Thousand persons","Total","262",""
"2000","Portugal","Total","Percentage of total population","Total","3.0",""
"2000","Portugal","Total","Percentage of active population","Total","5.1",""
"2000","Romania","Total","Thousand persons","Total","875",""
"2000","Romania","Total","Percentage of total population","Total","4.8",""
"2000","Romania","Total","Percentage of active population","Total","7.6",""
"2000","Slovenia","Total","Thousand persons","Total","65",""
"2000","Slovenia","Total","Percentage of total population","Total","4.1",""
"2000","Slovenia","Total","Percentage of active population","Total","6.7",""
"2000","Slovakia","Total","Thousand persons","Total","482",""
"2000","Slovakia","Total","Percentage of total population","Total","11.9",""
"2000","Slovakia","Total","Percentage of active population","Total","18.9",""
"2000","Finland","Total","Thousand persons","Total","253",""
"2000","Finland","Total","Percentage of total population","Total","6.5",""
"2000","Finland","Total","Percentage of active population","Total","9.8",""
"2000","Sweden","Total","Thousand persons","Total","253","i"
"2000","Sweden","Total","Percentage of total population","Total",":",""
"2000","Sweden","Total","Percentage of active population","Total","5.6","i"
"2000","United Kingdom","Total","Thousand persons","Total","1,554",""
"2000","United Kingdom","Total","Percentage of total population","Total","3.7",""
"2000","United Kingdom","Total","Percentage of active population","Total","5.4",""
"2000","Iceland","Total","Thousand persons","Total",":",""
"2000","Iceland","Total","Percentage of total population","Total",":",""
"2000","Iceland","Total","Percentage of active population","Total",":",""
"2000","Norway","Total","Thousand persons","Total","76",""
"2000","Norway","Total","Percentage of total population","Total","2.4",""
"2000","Norway","Total","Percentage of active population","Total","3.2",""
"2000","Turkey","Total","Thousand persons","Total",":",""
"2000","Turkey","Total","Percentage of total population","Total",":",""
"2000","Turkey","Total","Percentage of active population","Total",":",""
"2000","United States","Total","Thousand persons","Total","5,692",""
"2000","United States","Total","Percentage of total population","Total",":",""
"2000","United States","Total","Percentage of active population","Total","4.0",""
"2000","Japan","Total","Thousand persons","Total","3,197",""
"2000","Japan","Total","Percentage of total population","Total",":",""
"2000","Japan","Total","Percentage of active population","Total","4.7",""
"2001","European Union (28 countries)","Total","Thousand persons","Total","19,561",""
"2001","European Union (28 countries)","Total","Percentage of total population","Total",":",""
"2001","European Union (28 countries)","Total","Percentage of active population","Total","8.7",""
"2001","European Union (27 countries)","Total","Thousand persons","Total","19,278",""
"2001","European Union (27 countries)","Total","Percentage of total population","Total",":",""
"2001","European Union (27 countries)","Total","Percentage of active population","Total","8.6",""
"2001","European Union (25 countries)","Total","Thousand persons","Total","17,777",""
"2001","European Union (25 countries)","Total","Percentage of total population","Total",":",""
"2001","European Union (25 countries)","Total","Percentage of active population","Total","8.5",""
"2001","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Total","Thousand persons","Total","11,004",""
"2001","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Total","Percentage of total population","Total",":",""
"2001","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Total","Percentage of active population","Total","7.9",""
"2001","Euro area (19 countries)","Total","Thousand persons","Total","12,114",""
"2001","Euro area (19 countries)","Total","Percentage of total population","Total",":",""
"2001","Euro area (19 countries)","Total","Percentage of active population","Total","8.3",""
"2001","Euro area (18 countries)","Total","Thousand persons","Total","11,830",""
"2001","Euro area (18 countries)","Total","Percentage of total population","Total",":",""
"2001","Euro area (18 countries)","Total","Percentage of active population","Total","8.2",""
"2001","Belgium","Total","Thousand persons","Total","286",""
"2001","Belgium","Total","Percentage of total population","Total","3.7",""
"2001","Belgium","Total","Percentage of active population","Total","6.6",""
"2001","Bulgaria","Total","Thousand persons","Total","670",""
"2001","Bulgaria","Total","Percentage of total population","Total","11.1",""
"2001","Bulgaria","Total","Percentage of active population","Total","19.6",""
"2001","Czech Republic","Total","Thousand persons","Total","418",""
"2001","Czech Republic","Total","Percentage of total population","Total","5.1",""
"2001","Czech Republic","Total","Percentage of active population","Total","8.1",""
"2001","Denmark","Total","Thousand persons","Total","130",""
"2001","Denmark","Total","Percentage of total population","Total","3.3",""
"2001","Denmark","Total","Percentage of active population","Total","4.5",""
"2001","Germany (until 1990 former territory of the FRG)","Total","Thousand persons","Total","3,059",""
"2001","Germany (until 1990 former territory of the FRG)","Total","Percentage of total population","Total",":",""
"2001","Germany (until 1990 former territory of the FRG)","Total","Percentage of active population","Total","7.8",""
"2001","Estonia","Total","Thousand persons","Total","88",""
"2001","Estonia","Total","Percentage of total population","Total","8.2",""
"2001","Estonia","Total","Percentage of active population","Total","13.0",""
"2001","Ireland","Total","Thousand persons","Total","72",""
"2001","Ireland","Total","Percentage of total population","Total","2.5",""
"2001","Ireland","Total","Percentage of active population","Total","3.9",""
"2001","Greece","Total","Thousand persons","Total","488",""
"2001","Greece","Total","Percentage of total population","Total","5.9",""
"2001","Greece","Total","Percentage of active population","Total","10.7",""
"2001","Spain","Total","Thousand persons","Total","1,904",""
"2001","Spain","Total","Percentage of total population","Total","6.0",""
"2001","Spain","Total","Percentage of active population","Total","10.6",""
"2001","France","Total","Thousand persons","Total","2,114",""
"2001","France","Total","Percentage of total population","Total",":",""
"2001","France","Total","Percentage of active population","Total","7.8",""
"2001","Croatia","Total","Thousand persons","Total","283",""
"2001","Croatia","Total","Percentage of total population","Total",":",""
"2001","Croatia","Total","Percentage of active population","Total","16.0",""
"2001","Italy","Total","Thousand persons","Total","2,173",""
"2001","Italy","Total","Percentage of total population","Total","4.9",""
"2001","Italy","Total","Percentage of active population","Total","9.0",""
"2001","Cyprus","Total","Thousand persons","Total","13",""
"2001","Cyprus","Total","Percentage of total population","Total",":",""
"2001","Cyprus","Total","Percentage of active population","Total","3.9",""
"2001","Latvia","Total","Thousand persons","Total","148","i"
"2001","Latvia","Total","Percentage of total population","Total",":",""
"2001","Latvia","Total","Percentage of active population","Total","13.5","i"
"2001","Lithuania","Total","Thousand persons","Total","284",""
"2001","Lithuania","Total","Percentage of total population","Total",":",""
"2001","Lithuania","Total","Percentage of active population","Total","17.4",""
"2001","Luxembourg","Total","Thousand persons","Total","4",""
"2001","Luxembourg","Total","Percentage of total population","Total",":",""
"2001","Luxembourg","Total","Percentage of active population","Total","1.9",""
"2001","Hungary","Total","Thousand persons","Total","228",""
"2001","Hungary","Total","Percentage of total population","Total","3.0",""
"2001","Hungary","Total","Percentage of active population","Total","5.6",""
"2001","Malta","Total","Thousand persons","Total","12",""
"2001","Malta","Total","Percentage of total population","Total",":",""
"2001","Malta","Total","Percentage of active population","Total","7.6",""
"2001","Netherlands","Total","Thousand persons","Total","247",""
"2001","Netherlands","Total","Percentage of total population","Total","1.5",""
"2001","Netherlands","Total","Percentage of active population","Total","3.1",""
"2001","Austria","Total","Thousand persons","Total","152",""
"2001","Austria","Total","Percentage of total population","Total","2.3",""
"2001","Austria","Total","Percentage of active population","Total","4.0",""
"2001","Poland","Total","Thousand persons","Total","3,167",""
"2001","Poland","Total","Percentage of total population","Total","10.9",""
"2001","Poland","Total","Percentage of active population","Total","18.3",""
"2001","Portugal","Total","Thousand persons","Total","269",""
"2001","Portugal","Total","Percentage of total population","Total","3.0",""
"2001","Portugal","Total","Percentage of active population","Total","5.1",""
"2001","Romania","Total","Thousand persons","Total","831",""
"2001","Romania","Total","Percentage of total population","Total","4.3",""
"2001","Romania","Total","Percentage of active population","Total","7.4",""
"2001","Slovenia","Total","Thousand persons","Total","60",""
"2001","Slovenia","Total","Percentage of total population","Total","3.8",""
"2001","Slovenia","Total","Percentage of active population","Total","6.2",""
"2001","Slovakia","Total","Thousand persons","Total","504",""
"2001","Slovakia","Total","Percentage of total population","Total","12.4",""
"2001","Slovakia","Total","Percentage of active population","Total","19.5",""
"2001","Finland","Total","Thousand persons","Total","238",""
"2001","Finland","Total","Percentage of total population","Total","6.1",""
"2001","Finland","Total","Percentage of active population","Total","9.1",""
"2001","Sweden","Total","Thousand persons","Total","270","b"
"2001","Sweden","Total","Percentage of total population","Total","4.2","b"
"2001","Sweden","Total","Percentage of active population","Total","5.8","b"
"2001","United Kingdom","Total","Thousand persons","Total","1,451",""
"2001","United Kingdom","Total","Percentage of total population","Total","3.4",""
"2001","United Kingdom","Total","Percentage of active population","Total","5.0",""
"2001","Iceland","Total","Thousand persons","Total",":",""
"2001","Iceland","Total","Percentage of total population","Total",":",""
"2001","Iceland","Total","Percentage of active population","Total",":",""
"2001","Norway","Total","Thousand persons","Total","81",""
"2001","Norway","Total","Percentage of total population","Total","2.6",""
"2001","Norway","Total","Percentage of active population","Total","3.4",""
"2001","Turkey","Total","Thousand persons","Total",":",""
"2001","Turkey","Total","Percentage of total population","Total",":",""
"2001","Turkey","Total","Percentage of active population","Total",":",""
"2001","United States","Total","Thousand persons","Total","6,801",""
"2001","United States","Total","Percentage of total population","Total",":",""
"2001","United States","Total","Percentage of active population","Total","4.7",""
"2001","Japan","Total","Thousand persons","Total","3,397",""
"2001","Japan","Total","Percentage of total population","Total",":",""
"2001","Japan","Total","Percentage of active population","Total","5.0",""
"2002","European Union (28 countries)","Total","Thousand persons","Total","20,402",""
"2002","European Union (28 countries)","Total","Percentage of total population","Total",":",""
"2002","European Union (28 countries)","Total","Percentage of active population","Total","9.0",""
"2002","European Union (27 countries)","Total","Thousand persons","Total","20,127",""
"2002","European Union (27 countries)","Total","Percentage of total population","Total",":",""
"2002","European Union (27 countries)","Total","Percentage of active population","Total","8.9",""
"2002","European Union (25 countries)","Total","Thousand persons","Total","18,647",""
"2002","European Union (25 countries)","Total","Percentage of total population","Total",":",""
"2002","European Union (25 countries)","Total","Percentage of active population","Total","8.8",""
"2002","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Total","Thousand persons","Total","11,706",""
"2002","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Total","Percentage of total population","Total",":",""
"2002","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Total","Percentage of active population","Total","8.3",""
"2002","Euro area (19 countries)","Total","Thousand persons","Total","12,711",""
"2002","Euro area (19 countries)","Total","Percentage of total population","Total",":",""
"2002","Euro area (19 countries)","Total","Percentage of active population","Total","8.6",""
"2002","Euro area (18 countries)","Total","Thousand persons","Total","12,487",""
"2002","Euro area (18 countries)","Total","Percentage of total population","Total",":",""
"2002","Euro area (18 countries)","Total","Percentage of active population","Total","8.5",""
"2002","Belgium","Total","Thousand persons","Total","331",""
"2002","Belgium","Total","Percentage of total population","Total","4.3",""
"2002","Belgium","Total","Percentage of active population","Total","7.5",""
"2002","Bulgaria","Total","Thousand persons","Total","614",""
"2002","Bulgaria","Total","Percentage of total population","Total","9.9",""
"2002","Bulgaria","Total","Percentage of active population","Total","18.2",""
"2002","Czech Republic","Total","Thousand persons","Total","374",""
"2002","Czech Republic","Total","Percentage of total population","Total","4.7",""
"2002","Czech Republic","Total","Percentage of active population","Total","7.3",""
"2002","Denmark","Total","Thousand persons","Total","131",""
"2002","Denmark","Total","Percentage of total population","Total","3.3",""
"2002","Denmark","Total","Percentage of active population","Total","4.6",""
"2002","Germany (until 1990 former territory of the FRG)","Total","Thousand persons","Total","3,376",""
"2002","Germany (until 1990 former territory of the FRG)","Total","Percentage of total population","Total",":",""
"2002","Germany (until 1990 former territory of the FRG)","Total","Percentage of active population","Total","8.6",""
"2002","Estonia","Total","Thousand persons","Total","75",""
"2002","Estonia","Total","Percentage of total population","Total","7.0",""
"2002","Estonia","Total","Percentage of active population","Total","11.2",""
"2002","Ireland","Total","Thousand persons","Total","83",""
"2002","Ireland","Total","Percentage of total population","Total","2.8",""
"2002","Ireland","Total","Percentage of active population","Total","4.5",""
"2002","Greece","Total","Thousand persons","Total","480",""
"2002","Greece","Total","Percentage of total population","Total","5.8",""
"2002","Greece","Total","Percentage of active population","Total","10.3",""
"2002","Spain","Total","Thousand persons","Total","2,171",""
"2002","Spain","Total","Percentage of total population","Total","6.7",""
"2002","Spain","Total","Percentage of active population","Total","11.5",""
"2002","France","Total","Thousand persons","Total","2,171",""
"2002","France","Total","Percentage of total population","Total",":",""
"2002","France","Total","Percentage of active population","Total","7.9",""
"2002","Croatia","Total","Thousand persons","Total","274",""
"2002","Croatia","Total","Percentage of total population","Total",":",""
"2002","Croatia","Total","Percentage of active population","Total","15.3",""
"2002","Italy","Total","Thousand persons","Total","2,058",""
"2002","Italy","Total","Percentage of total population","Total","4.6",""
"2002","Italy","Total","Percentage of active population","Total","8.5",""
"2002","Cyprus","Total","Thousand persons","Total","12",""
"2002","Cyprus","Total","Percentage of total population","Total",":",""
"2002","Cyprus","Total","Percentage of active population","Total","3.5",""
"2002","Latvia","Total","Thousand persons","Total","136",""
"2002","Latvia","Total","Percentage of total population","Total","7.7",""
"2002","Latvia","Total","Percentage of active population","Total","12.5",""
"2002","Lithuania","Total","Thousand persons","Total","224",""
"2002","Lithuania","Total","Percentage of total population","Total","8.6",""
"2002","Lithuania","Total","Percentage of active population","Total","13.8",""
"2002","Luxembourg","Total","Thousand persons","Total","5",""
"2002","Luxembourg","Total","Percentage of total population","Total",":",""
"2002","Luxembourg","Total","Percentage of active population","Total","2.6",""
"2002","Hungary","Total","Thousand persons","Total","229",""
"2002","Hungary","Total","Percentage of total population","Total","3.1",""
"2002","Hungary","Total","Percentage of active population","Total","5.6",""
"2002","Malta","Total","Thousand persons","Total","11",""
"2002","Malta","Total","Percentage of total population","Total","3.6",""
"2002","Malta","Total","Percentage of active population","Total","7.0",""
"2002","Netherlands","Total","Thousand persons","Total","301","i"
"2002","Netherlands","Total","Percentage of total population","Total","1.9","i"
"2002","Netherlands","Total","Percentage of active population","Total","3.7","i"
"2002","Austria","Total","Thousand persons","Total","167",""
"2002","Austria","Total","Percentage of total population","Total","2.5",""
"2002","Austria","Total","Percentage of active population","Total","4.4",""
"2002","Poland","Total","Thousand persons","Total","3,423",""
"2002","Poland","Total","Percentage of total population","Total","11.8",""
"2002","Poland","Total","Percentage of active population","Total","20.0",""
"2002","Portugal","Total","Thousand persons","Total","327",""
"2002","Portugal","Total","Percentage of total population","Total","3.8",""
"2002","Portugal","Total","Percentage of active population","Total","6.2",""
"2002","Romania","Total","Thousand persons","Total","866",""
"2002","Romania","Total","Percentage of total population","Total","5.1",""
"2002","Romania","Total","Percentage of active population","Total","8.3",""
"2002","Slovenia","Total","Thousand persons","Total","61",""
"2002","Slovenia","Total","Percentage of total population","Total","3.9",""
"2002","Slovenia","Total","Percentage of active population","Total","6.3",""
"2002","Slovakia","Total","Thousand persons","Total","484",""
"2002","Slovakia","Total","Percentage of total population","Total","11.9",""
"2002","Slovakia","Total","Percentage of active population","Total","18.8",""
"2002","Finland","Total","Thousand persons","Total","237",""
"2002","Finland","Total","Percentage of total population","Total","6.1",""
"2002","Finland","Total","Percentage of active population","Total","9.1",""
"2002","Sweden","Total","Thousand persons","Total","277",""
"2002","Sweden","Total","Percentage of total population","Total","4.3",""
"2002","Sweden","Total","Percentage of active population","Total","6.0",""
"2002","United Kingdom","Total","Thousand persons","Total","1,503",""
"2002","United Kingdom","Total","Percentage of total population","Total","3.5",""
"2002","United Kingdom","Total","Percentage of active population","Total","5.1",""
"2002","Iceland","Total","Thousand persons","Total",":",""
"2002","Iceland","Total","Percentage of total population","Total",":",""
"2002","Iceland","Total","Percentage of active population","Total",":",""
"2002","Norway","Total","Thousand persons","Total","87",""
"2002","Norway","Total","Percentage of total population","Total","2.8",""
"2002","Norway","Total","Percentage of active population","Total","3.7",""
"2002","Turkey","Total","Thousand persons","Total",":",""
"2002","Turkey","Total","Percentage of total population","Total",":",""
"2002","Turkey","Total","Percentage of active population","Total",":",""
"2002","United States","Total","Thousand persons","Total","8,378",""
"2002","United States","Total","Percentage of total population","Total",":",""
"2002","United States","Total","Percentage of active population","Total","5.8",""
"2002","Japan","Total","Thousand persons","Total","3,588",""
"2002","Japan","Total","Percentage of total population","Total",":",""
"2002","Japan","Total","Percentage of active population","Total","5.4",""
"2003","European Union (28 countries)","Total","Thousand persons","Total","20,887",""
"2003","European Union (28 countries)","Total","Percentage of total population","Total",":",""
"2003","European Union (28 countries)","Total","Percentage of active population","Total","9.2",""
"2003","European Union (27 countries)","Total","Thousand persons","Total","20,632",""
"2003","European Union (27 countries)","Total","Percentage of total population","Total",":",""
"2003","European Union (27 countries)","Total","Percentage of active population","Total","9.1",""
"2003","European Union (25 countries)","Total","Thousand persons","Total","19,412",""
"2003","European Union (25 countries)","Total","Percentage of total population","Total",":",""
"2003","European Union (25 countries)","Total","Percentage of active population","Total","9.1",""
"2003","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Total","Thousand persons","Total","12,593",""
"2003","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Total","Percentage of total population","Total",":",""
"2003","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Total","Percentage of active population","Total","8.9",""
"2003","Euro area (19 countries)","Total","Thousand persons","Total","13,541",""
"2003","Euro area (19 countries)","Total","Percentage of total population","Total",":",""
"2003","Euro area (19 countries)","Total","Percentage of active population","Total","9.1",""
"2003","Euro area (18 countries)","Total","Thousand persons","Total","13,337",""
"2003","Euro area (18 countries)","Total","Percentage of total population","Total",":",""
"2003","Euro area (18 countries)","Total","Percentage of active population","Total","9.0",""
"2003","Belgium","Total","Thousand persons","Total","362",""
"2003","Belgium","Total","Percentage of total population","Total","4.7",""
"2003","Belgium","Total","Percentage of active population","Total","8.2",""
"2003","Bulgaria","Total","Thousand persons","Total","453",""
"2003","Bulgaria","Total","Percentage of total population","Total","7.3",""
"2003","Bulgaria","Total","Percentage of active population","Total","13.7",""
"2003","Czech Republic","Total","Thousand persons","Total","399",""
"2003","Czech Republic","Total","Percentage of total population","Total","5.0",""
"2003","Czech Republic","Total","Percentage of active population","Total","7.8",""
"2003","Denmark","Total","Thousand persons","Total","155",""
"2003","Denmark","Total","Percentage of total population","Total","3.9",""
"2003","Denmark","Total","Percentage of active population","Total","5.4",""
"2003","Germany (until 1990 former territory of the FRG)","Total","Thousand persons","Total","3,810",""
"2003","Germany (until 1990 former territory of the FRG)","Total","Percentage of total population","Total",":",""
"2003","Germany (until 1990 former territory of the FRG)","Total","Percentage of active population","Total","9.7",""
"2003","Estonia","Total","Thousand persons","Total","70",""
"2003","Estonia","Total","Percentage of total population","Total","6.6",""
"2003","Estonia","Total","Percentage of active population","Total","10.3",""
"2003","Ireland","Total","Thousand persons","Total","87",""
"2003","Ireland","Total","Percentage of total population","Total","3.0",""
"2003","Ireland","Total","Percentage of active population","Total","4.6",""
"2003","Greece","Total","Thousand persons","Total","460","i"
"2003","Greece","Total","Percentage of total population","Total","5.6","i"
"2003","Greece","Total","Percentage of active population","Total","9.7","i"
"2003","Spain","Total","Thousand persons","Total","2,267",""
"2003","Spain","Total","Percentage of total population","Total","6.9",""
"2003","Spain","Total","Percentage of active population","Total","11.5",""
"2003","France","Total","Thousand persons","Total","2,338",""
"2003","France","Total","Percentage of total population","Total","5.0",""
"2003","France","Total","Percentage of active population","Total","8.5",""
"2003","Croatia","Total","Thousand persons","Total","255",""
"2003","Croatia","Total","Percentage of total population","Total",":",""
"2003","Croatia","Total","Percentage of active population","Total","14.1",""
"2003","Italy","Total","Thousand persons","Total","2,050",""
"2003","Italy","Total","Percentage of total population","Total","4.6",""
"2003","Italy","Total","Percentage of active population","Total","8.4",""
"2003","Cyprus","Total","Thousand persons","Total","14",""
"2003","Cyprus","Total","Percentage of total population","Total","3.7",""
"2003","Cyprus","Total","Percentage of active population","Total","4.1",""
"2003","Latvia","Total","Thousand persons","Total","127",""
"2003","Latvia","Total","Percentage of total population","Total","7.2",""
"2003","Latvia","Total","Percentage of active population","Total","11.6",""
"2003","Lithuania","Total","Thousand persons","Total","204",""
"2003","Lithuania","Total","Percentage of total population","Total","7.8",""
"2003","Lithuania","Total","Percentage of active population","Total","12.4",""
"2003","Luxembourg","Total","Thousand persons","Total","7",""
"2003","Luxembourg","Total","Percentage of total population","Total","2.1",""
"2003","Luxembourg","Total","Percentage of active population","Total","3.8",""
"2003","Hungary","Total","Thousand persons","Total","240",""
"2003","Hungary","Total","Percentage of total population","Total","3.2",""
"2003","Hungary","Total","Percentage of active population","Total","5.8",""
"2003","Malta","Total","Thousand persons","Total","12",""
"2003","Malta","Total","Percentage of total population","Total","4.0",""
"2003","Malta","Total","Percentage of active population","Total","7.6",""
"2003","Netherlands","Total","Thousand persons","Total","395",""
"2003","Netherlands","Total","Percentage of total population","Total","2.6",""
"2003","Netherlands","Total","Percentage of active population","Total","4.8",""
"2003","Austria","Total","Thousand persons","Total","186","i"
"2003","Austria","Total","Percentage of total population","Total","2.8","i"
"2003","Austria","Total","Percentage of active population","Total","4.8","i"
"2003","Poland","Total","Thousand persons","Total","3,308",""
"2003","Poland","Total","Percentage of total population","Total","11.4",""
"2003","Poland","Total","Percentage of active population","Total","19.8",""
"2003","Portugal","Total","Thousand persons","Total","395",""
"2003","Portugal","Total","Percentage of total population","Total","4.7",""
"2003","Portugal","Total","Percentage of active population","Total","7.4",""
"2003","Romania","Total","Thousand persons","Total","767","i"
"2003","Romania","Total","Percentage of total population","Total","4.1","i"
"2003","Romania","Total","Percentage of active population","Total","7.7","i"
"2003","Slovenia","Total","Thousand persons","Total","64",""
"2003","Slovenia","Total","Percentage of total population","Total","4.0",""
"2003","Slovenia","Total","Percentage of active population","Total","6.7",""
"2003","Slovakia","Total","Thousand persons","Total","457",""
"2003","Slovakia","Total","Percentage of total population","Total","11.2",""
"2003","Slovakia","Total","Percentage of active population","Total","17.7",""
"2003","Finland","Total","Thousand persons","Total","235",""
"2003","Finland","Total","Percentage of total population","Total","6.0",""
"2003","Finland","Total","Percentage of active population","Total","9.0",""
"2003","Sweden","Total","Thousand persons","Total","306",""
"2003","Sweden","Total","Percentage of total population","Total","4.8",""
"2003","Sweden","Total","Percentage of active population","Total","6.6",""
"2003","United Kingdom","Total","Thousand persons","Total","1,464",""
"2003","United Kingdom","Total","Percentage of total population","Total","3.4",""
"2003","United Kingdom","Total","Percentage of active population","Total","5.0",""
"2003","Iceland","Total","Thousand persons","Total","5",""
"2003","Iceland","Total","Percentage of total population","Total","2.7",""
"2003","Iceland","Total","Percentage of active population","Total","3.3",""
"2003","Norway","Total","Thousand persons","Total","100",""
"2003","Norway","Total","Percentage of total population","Total","2.9",""
"2003","Norway","Total","Percentage of active population","Total","4.2",""
"2003","Turkey","Total","Thousand persons","Total",":",""
"2003","Turkey","Total","Percentage of total population","Total",":",""
"2003","Turkey","Total","Percentage of active population","Total",":",""
"2003","United States","Total","Thousand persons","Total","8,774",""
"2003","United States","Total","Percentage of total population","Total",":",""
"2003","United States","Total","Percentage of active population","Total","6.0",""
"2003","Japan","Total","Thousand persons","Total","3,503",""
"2003","Japan","Total","Percentage of total population","Total",":",""
"2003","Japan","Total","Percentage of active population","Total","5.3",""
"2004","European Union (28 countries)","Total","Thousand persons","Total","21,259",""
"2004","European Union (28 countries)","Total","Percentage of total population","Total",":",""
"2004","European Union (28 countries)","Total","Percentage of active population","Total","9.3",""
"2004","European Union (27 countries)","Total","Thousand persons","Total","21,004",""
"2004","European Union (27 countries)","Total","Percentage of total population","Total",":",""
"2004","European Union (27 countries)","Total","Percentage of active population","Total","9.2",""
"2004","European Union (25 countries)","Total","Thousand persons","Total","19,807",""
"2004","European Union (25 countries)","Total","Percentage of total population","Total",":",""
"2004","European Union (25 countries)","Total","Percentage of active population","Total","9.2",""
"2004","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Total","Thousand persons","Total","13,079",""
"2004","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Total","Percentage of total population","Total",":",""
"2004","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Total","Percentage of active population","Total","9.1",""
"2004","Euro area (19 countries)","Total","Thousand persons","Total","14,019",""
"2004","Euro area (19 countries)","Total","Percentage of total population","Total",":",""
"2004","Euro area (19 countries)","Total","Percentage of active population","Total","9.3",""
"2004","Euro area (18 countries)","Total","Thousand persons","Total","13,846",""
"2004","Euro area (18 countries)","Total","Percentage of total population","Total",":",""
"2004","Euro area (18 countries)","Total","Percentage of active population","Total","9.3",""
"2004","Belgium","Total","Thousand persons","Total","379",""
"2004","Belgium","Total","Percentage of total population","Total","4.9",""
"2004","Belgium","Total","Percentage of active population","Total","8.4",""
"2004","Bulgaria","Total","Thousand persons","Total","404",""
"2004","Bulgaria","Total","Percentage of total population","Total","6.6",""
"2004","Bulgaria","Total","Percentage of active population","Total","12.1",""
"2004","Czech Republic","Total","Thousand persons","Total","426",""
"2004","Czech Republic","Total","Percentage of total population","Total","5.3",""
"2004","Czech Republic","Total","Percentage of active population","Total","8.3",""
"2004","Denmark","Total","Thousand persons","Total","160",""
"2004","Denmark","Total","Percentage of total population","Total","4.0",""
"2004","Denmark","Total","Percentage of active population","Total","5.5",""
"2004","Germany (until 1990 former territory of the FRG)","Total","Thousand persons","Total","4,127",""
"2004","Germany (until 1990 former territory of the FRG)","Total","Percentage of total population","Total",":",""
"2004","Germany (until 1990 former territory of the FRG)","Total","Percentage of active population","Total","10.4",""
"2004","Estonia","Total","Thousand persons","Total","68",""
"2004","Estonia","Total","Percentage of total population","Total","6.5",""
"2004","Estonia","Total","Percentage of active population","Total","10.1",""
"2004","Ireland","Total","Thousand persons","Total","88",""
"2004","Ireland","Total","Percentage of total population","Total","2.9",""
"2004","Ireland","Total","Percentage of active population","Total","4.5",""
"2004","Greece","Total","Thousand persons","Total","520",""
"2004","Greece","Total","Percentage of total population","Total","6.1",""
"2004","Greece","Total","Percentage of active population","Total","10.6",""
"2004","Spain","Total","Thousand persons","Total","2,234",""
"2004","Spain","Total","Percentage of total population","Total","6.7",""
"2004","Spain","Total","Percentage of active population","Total","11.0",""
"2004","France","Total","Thousand persons","Total","2,459",""
"2004","France","Total","Percentage of total population","Total","5.2",""
"2004","France","Total","Percentage of active population","Total","8.9",""
"2004","Croatia","Total","Thousand persons","Total","255",""
"2004","Croatia","Total","Percentage of total population","Total",":",""
"2004","Croatia","Total","Percentage of active population","Total","13.8",""
"2004","Italy","Total","Thousand persons","Total","1,944",""
"2004","Italy","Total","Percentage of total population","Total","4.4",""
"2004","Italy","Total","Percentage of active population","Total","8.0",""
"2004","Cyprus","Total","Thousand persons","Total","16","i"
"2004","Cyprus","Total","Percentage of total population","Total","3.4","i"
"2004","Cyprus","Total","Percentage of active population","Total","4.6","i"
"2004","Latvia","Total","Thousand persons","Total","128",""
"2004","Latvia","Total","Percentage of total population","Total","7.3",""
"2004","Latvia","Total","Percentage of active population","Total","11.7",""
"2004","Lithuania","Total","Thousand persons","Total","173",""
"2004","Lithuania","Total","Percentage of total population","Total","6.7",""
"2004","Lithuania","Total","Percentage of active population","Total","10.9",""
"2004","Luxembourg","Total","Thousand persons","Total","10",""
"2004","Luxembourg","Total","Percentage of total population","Total","3.0",""
"2004","Luxembourg","Total","Percentage of active population","Total","5.0",""
"2004","Hungary","Total","Thousand persons","Total","252",""
"2004","Hungary","Total","Percentage of total population","Total","3.3",""
"2004","Hungary","Total","Percentage of active population","Total","6.1",""
"2004","Malta","Total","Thousand persons","Total","11",""
"2004","Malta","Total","Percentage of total population","Total","3.8",""
